id,c1,c2,mean_delta,mean_teff
1,1e-05,1e-05,0.0846681345413134,475.6666666666667
2,1e-05,0.001,0.5991599029103579,887.7777777777778
3,0.0001,0.001,-0.32882338152090146,1366.888888888889
4,0.0005,1e-05,0.18858691402065952,1298.6666666666667
5,0.0005,0.0001,0.6127054649998965,1469.3333333333333
6,0.0005,0.001,-0.05456273329536941,1374.5555555555557
7,0.00076,0.002,0.07614200484337567,87.88888888888889
8,0.0009,0.0005,0.06292050292944387,7.666666666666667
9,0.00092,0.0009,0.5599042593603027,60.666666666666664
10,0.001,0.0001,0.10176174874706095,112.88888888888889
11,0.001,0.001,0.09952015954005682,91.55555555555556
12,0.00112,0.00066,0.6885835400878983,381.55555555555554
13,0.00126,0.0005,0.02456885449302719,70.66666666666667
14,0.00134,0.00043,0.28902726079151647,74.44444444444444
15,0.0015,0.0005,0.4351757447527802,62.22222222222222
16,0.0015,0.00082,0.30710791817345684,70.77777777777777
17,0.0018,0.00055,0.04985155927263752,183.88888888888889
18,0.002,0.0005,0.3011284242817073,69.22222222222223
19,0.002,0.001,0.6506208364521863,523.6666666666666


 0    1  0.00001  0.00001    0.084668   475.666667
 1    2  0.00001  0.00100    0.599160   887.777778
 2    3  0.00010  0.00100   -0.328823  1366.888889
 3    4  0.00050  0.00001    0.188587  1298.666667
 4    5  0.00050  0.00010    0.467779  1469.333333
 5    6  0.00050  0.00100   -0.019129  1374.555556
 6    7  0.00076  0.00200    0.076142    87.888889
 7    8  0.00090  0.00050    0.062921     7.666667
 8    9  0.00092  0.00090    0.489312    60.666667
 9   10  0.00100  0.00010    0.101762   112.888889
 10  11  0.00100  0.00100    0.099520    91.555556
 11  12  0.00112  0.00066    0.630117   381.555556
 12  13  0.00126  0.00050    0.024569    70.666667
 13  14  0.00134  0.00043    0.324461    74.444444
 14  15  0.00150  0.00050    0.435176    62.222222
 15  16  0.00150  0.00082    0.309094    70.777778
 16  17  0.00180  0.00055    0.049852   183.888889
 17  18  0.00200  0.00050    0.301128    69.222222
 18  19  0.00200  0.00100    0.546580   523.666667}